Drug Name,BW,C,W,P,AR,PPI-MG,Month
"Peridex (chlorhexidine gluconate) Oral Rinse, 0.12 percent",,,,,,,1/1/2013
PerioChip (chlorhexidine gluconate),,,,,,,11/1/2012
"Perjeta (pertuzumab) Injection, for Intravenous Use",,,X,X,,,5/1/2015
Pexeva (paroxetine mesylate) Tablets,,,,,,,4/1/2011
Pexeva (paroxetine mesylate) tablets,,,,,,,1/1/2010
Phendimetrazine tartrate SR 105 mg capsules,,,,,,,2/1/2012
Phisohex (hexachlorophene 3%) detergent cleanser,,,,,,,7/1/2009
PhosLo (calcium acetate) 667 mg gelcaps,,,,,,,3/1/2011
Phoslyra (calcium acetate) Oral Solution,,,,X,,,4/1/2015
"Plasma-Lyte 148 and Plasma-Lyte A pH 7.4 (Multiple Electrolytes, Type 1, USP) Injection",,,,,,,9/1/2013
Plasma-Lyte 56 and Dextrose 5 percent in Plastic Container,,,,X,,,12/1/2014
"Platinol (cisplatin for injection, USP)",,,,,,,8/1/2011
Platinol and Platinol-AQ (cisplatin) for injection,,,,,,,9/1/2010
Plavix (clopidogrel bisulfate) 75 mg Tablets,,,,,,,9/1/2013
Plavix (clopidogrel bisulfate) 75 mg tablets,,,,,,,5/1/2009
Plavix (clopidogrel bisulfate) 75 mg tablets,,,,,,,11/1/2009
Plavix (clopidogrel bisulfate) Tablets,,,,,,,12/1/2013
Plavix (clopidogrel bisulfate) Tablets,,,,,,,2/1/2011
Plavix (clopidogrel bisulfate) tablets,,,,,,,3/1/2010
Plavix (clopidogrel bisulfate) tablets,,,,,,,8/1/2010
Pletal (cilostazol) Tablets,,,,X,,,1/1/2015
Pomalyst (pomalidomide) Capsules,X,,X,X,X,,4/1/2015
"Potassium chloride in 5 Percent Dextrose Injection, USP in Plastic Container",,,X,X,X,,12/1/2014
"Potiga (ezogabine) tablets 50 mg, 1 200 mg, 300 mg, 400 mg",,,,,,,9/1/2013
Pradaxa (dabigatran etexilate mesylate) 75 and 150 mg Capsules,,,,,X,,9/1/2014
Pradaxa (dabigatran etexilate mesylate) Capsules,,,,,,,12/1/2013
Pradaxa (dabigatran etexilate mesylate) Capsules,,,,,,,1/1/2012
Pradaxa (dabigatran etexilate mesylate) Capsules,,,,,,,11/1/2012
Pradaxa (dabigatran etexilate mesylate) capsules,,,,,,,3/1/2011
Pradaxa (dabigatran etexilate mesylate) capsules for oral use,,,,,,,8/1/2014
PrandiMet (repaglinide/metformin HCl fixed-dose combination) tablet,,,,,,,5/1/2010
PrandiMet (repaglinide/metformin HCl fixed-dose combination) Tablets,,,,,,,3/1/2012
Prandin (repaglinide) Tablets,,,,,,,3/1/2012
Prandin (repaglinide) tablets,,,,,,,6/1/2009
Precose (acarbose) Tablets,,,,X,,,3/1/2015
Precose (acarbose) Tablets,,,,,,,2/1/2012
Precose (acarbose) tablets,,,,,,,3/1/2011
"Premarin (conjugated estrogens tablets, USP)",,,,,,,10/1/2011
Prempro 0.3 mg/1.5 mg and 0.45 mg/1.5 mg(conjugated estrogens/medroxyprogesterone acetate tablets),,,,,,,5/1/2009
Pre-Pen (benzylpenicilloyl polylysine) injection,,,,,,,9/1/2009
Prepidil (dinoprostone) cervical gel,,,,,,,2/1/2010
Pre-Scrub (chlorhexidine gluconate) 4 percent Surgical Hand Scrub,,,,,,,1/1/2013
"Prevacid (lansoprazole) delayed release capsules

Prevacid SoluTab (lansoprazole) Delayed-Release Orally Disintegrating Tablets",,X,X,X,,,12/1/2014
Prevacid (lansoprazole) delayed-release capsules and orally disintegrating tablets,,,,,,,5/1/2010
"Prevacid (lansoprazole) Delayed-Release Capsules and
Prevacid Solutab (lansoprazole) Delayed-Release Orally Disintegrating Tablets",,,,,,,10/1/2011
"Prevacid (lansoprazole) Delayed-Release Capsules
Prevacid (lansoprazole) Delayed-Release Orally Disintegrating Tablets",,,,,,,5/1/2012
Prezista (darunavir) Tablet and Oral Suspension,,X,,X,,,5/1/2015
Prezista (darunavir) Tablets,,,,,,,10/1/2011
Prezista (darunavir) tablets,,,,,,,6/1/2009
Prezista (darunavir) tablets and oral,,,,,,,6/1/2012
"Prezista (darunavir) Tablets, Oral Suspension

*HIV protease inhibitor drug-drug interactions",,,X,X,,,3/1/2015
Priftin(rifapentine) tablets,,,,,,,7/1/2010
Prilosec (omeprazole magnesium) delayed-release capsules and oral suspension,,,,,,,3/1/2010
Prilosec (omeprazole magnesium) Delayed-Release Oral Suspension,,,,,,,2/1/2014
"Prilosec (omeprazole) Delayed- Release Granules for Oral Suspension, 2.5 mg and 10 mg
Prilosec (omeprazole) Delayed-Release Capsules, 10 mg, 1 20 mg, and 40 mg",,,,,,,5/1/2013
Prilosec (omeprazole) Delayed-Release Capsules,,,,,,,2/1/2014
"Prilosec (omeprazole) delayed-release capsules 
Prilosec (omeprazole magnesium) for delayed-release oral suspension",,,X,X,,,12/1/2014
Prilosec (omeprazole) Delayed-Release Capsules and Oral Suspension,,,,,,,3/1/2014
"Prilosec (omeprazole) Delayed-Release Capsules,  
Prilosec (omeprazole magnesium) For Delayed Release Oral Suspension",,,,,,,1/1/2011
Prilosec OTC (omeprazole magnesium) 1 20 mg delayed-release tablets,,,,,,,9/1/2009
Prilosec OTC (omeprazole magnesium) delayed-release tablets,,,,,,,2/1/2011
Primaquine (primaquine phosphate) Tablets,,,,X,X,,4/1/2015
Primaxin (imipenem and cilastatin) IM injectable suspension,,,,,,,8/1/2009
Primaxin I.V. (Imipenum and cilastatin for injection),,,,,X,,12/1/2014
Prinivil (lisinopril) Tablets,,,,,,,11/1/2011
Prinzide (lisinopril/hydrochlorothiazide) Tablets,,,,,,,8/1/2011
Prinzide (lisinopril/hydrochlorothiazide) Tablets,,,,,,,11/1/2011
Pristiq (desvenlafaxine succinate) extended-release tablets,,,,,,,9/1/2010
Pristiq (desvenlafaxine) Extended-Release Tablet,,,,,,,1/1/2011
Pristiq (desvenlafaxine) Extended-Release Tablets,,,,,,,12/1/2013
Pristiq (desvenlafaxine) Extended-Release Tablets,,,,,,,3/1/2012
Pristiq (desvenlafaxine) extended-release tablets,,,,,,,3/1/2011
Pristiq (desvenlafaxine) Extended-Release Tablets,,,,,,,4/1/2011
Pristiq (desvenlafaxine) extended-release tablets,,,,,,,2/1/2010
Pristiq (desvenlafaxine) extended-release tablets,,,,,,,7/1/2010
Pristiq (desvenlafaxine) extended-release tablets,,,,,,,10/1/2010
Pristiq (desvenlafaxine) extended-release tablets,,,,,,,8/1/2009
Pristiq (desvenlafaxine) Extended-Release tablets,,,,,,,11/1/2009
Procardia (nifedipine) 10 mg Capsules,,,,,,,9/1/2011
Procardia (nifedipine) Capsules,,,,,,,7/1/2013
Procardia Capsules and Procardia XL (nifedipine) Tablets,,,,X,,,1/1/2015
"Procardia XL (nifedipine) 30 mg, 60 mg, and 90 mg Extended Release Capsules",,,,,,,9/1/2011
Procardia XL (nifedipine) Tablets,,,,,,,7/1/2013
Prograf (tacrolimus) Capsules and Injection,,,,X,,,5/1/2015
Prograf (tacrolimus) capsules and injection,,,,,,,2/1/2012
Prograf (tacrolimus) Capsules and Injection,,,,,,,7/1/2012
"Prograf (tacrolimus) Capsules, 0.5 mg, 1 mg, and 5 mg
Prograf (tacrolimus) Injection, 5 mg/ml",,,,,,,9/1/2013
"Prograf (tacrolimus) Capsules, Injection",,,,,,,7/1/2011
Proleukin (aldesleukin),,,,,,,7/1/2012
Proleukin (aldesleukin),,,,,,,12/1/2011
Prolia (denosumab),,,,,,,7/1/2013
Prolia (denosumab),,,,,,,5/1/2012
Prolia (denosumab),,,,,,,9/1/2012
Prolia (denosumab) Injection,,,,,,,6/1/2014
"Prolia (denosumab)

*risk of osteonecrosis of the jaw (ONJ) with the concomitant use of bisphosphonates and angiogenesis inhibitors",,,X,X,,,4/1/2015
Promacta (eltrombopag) Tablets,,,,,,,2/1/2014
Promacta (eltrombopag) tablets,,,,,,,3/1/2010
"Prometrium (progesterone, USP) 100 and 1 200 mg Capsules",,,,,,,6/1/2009
Propecia (finasteride) 1 mg tablet,,,,,,,3/1/2011
Propecia (finasteride) 1 mg tablet,,,,,,,3/1/2010
"Propecia (finasteride) Tablet, 1 mg",,,,,,,1/1/2014
Propecia (finastride) Tablet,,,,,,,4/1/2011
Propylthiouracil Tablets,,,,,X,,2/1/2015
Propylthiouracil tablets,,,,,,,4/1/2010
"ProQuad Measles, Mumps, Rubella and Varicella Virus Vaccine Live",,,,,,,3/1/2014
Proscar (finasteride) 5 mg tablets,,,,,,,3/1/2010
Proscar (finasteride) 5mg Tablets,,,,,,,1/1/2013
Proscar (finasteride) tablets,,,,,,,3/1/2014
Proscar (finasteride) tablets,,,,,,,6/1/2011
Proscar (finasteride) tablets,,,,,,,10/1/2010
Protonix (pantoprazole sodium) delayed-release tablets,,X,X,X,,,12/1/2014
Protonix (pantoprazole sodium) For Delayed Release Oral Suspension and Delayed Release Tablets,,,,,,,10/1/2011
"Protonix (pantoprazole sodium) For Delayed-Release Oral Suspension
Protonix (pantoprazole sodium) Delayed-Release Tablets",,,,,,,5/1/2012
"Protonix (pantoprazole sodium) for Delayed-Release Suspension, and Delayed-Release Oral Tablets",,,,,,,12/1/2013
Protonix (pantoprazole sodium) For Injection,,,,,,,5/1/2012
Protonix I.V. (pantoprazole sodium) for Injection,,,,,,,12/1/2013
Protonix IV (pantoprazole sodium),,X,X,X,,,12/1/2014
Protopic (tacrolimus) Ointment,,,,,,,11/1/2011
Proventil HFA (albuterol sulfate) Inhalation Aerosol,,,,,,,6/1/2012
Provera (medroxyprogesterone acetate) Tablets,,X,,,X,,5/1/2015
Provigil (modafinil) Tablets,,,,,X,,1/1/2015
Provigil (modafinil) tablets,,,,,,,10/1/2010
"Prozac (fluoxetine HCl) 10 mg, 1 20 mg, and 40 mg capsules 
Prozac (fluoxetine HCl) delayed-release 90 mg capsules",,,,,,,1/1/2013
Prozac (fluoxetine hydrochloride) Delayed Release Capsules,,,,,,,7/1/2013
Pulmicort Respules (budesonide) inhalation suspension,,,,,,,10/1/2009
Purinethol (mercaptopurine) Tablets,,,,,,,5/1/2011
Qnasl (beclomethasone dipropionate) Nasal Aerosol,,,X,X,,,12/1/2014
Qsymia (phentermine and topiramate extended-release) capsules,,,,X,X,,9/1/2014
Qualaquin (quinine sulfate) 324 mg capsules,,,,,,,11/1/2009
Qualaquin (quinine sulfate) capsules,,,,,,,12/1/2009
"Quillivant XR (methylphenidate hydrochloride) Extended-release Oral Suspension

*rhabdomyolysis",,,,,X,,4/1/2015
Qvar (beclomethasone dipropionate HFA) Inhalation,,,,,,,7/1/2012
"Radiogardase (Prussian Blue Insoluble) capsules, for oral use",,,,,,,8/1/2014
Ranexa (ranolazine) extended-release Tablets,,,,,,,12/1/2013
Ranexa (ranolazine) extended-release tablets,,,,,,,9/1/2010
Rapaflo (silodosin) Capsules,,,,,,,7/1/2013
Rapaflo (silodosin) capsules,,,,,,,3/1/2010
Rapamune (sirolimus) Oral Solution and Tablets,,,,,,,3/1/2013
Rapamune (sirolimus) oral solution and tablets,,,,,,,4/1/2010
Rapamune (sirolimus) oral solution and tablets,,,,,,,7/1/2010
Rapamune (sirolimus) Oral Solution and Tablets,,,,,,,11/1/2010
Rapamune (sirolimus) oral solution and tablets,,,,,,,9/1/2009
Rapamune (sirolimus) oral solution and tablets,,,,,,,10/1/2009
"Rapamune (sirolimus) Oral Solution, Tablets",,,,,X,MG,3/1/2015
Rapamune (sirolimus) tablets and oral solution,,,,,,,1/1/2010
Ravicti (glycerol phenylbutyrate) Oral Liquid,,,,,,,6/1/2014
"Razadyne (galantamine HBr) Tablets, Oral Solution

Razadyne ER (galantamine HBr) Extended-Release Capsules",,,X,X,,,2/1/2015
Rebetol (ribavirin USP) 1 200 mg Capsules and 40 mg/mL Oral Solution,,,,,,,5/1/2013
Rebetol (ribavirin) Capsules and Oral Solution,,,X,X,,,5/1/2015
Rebetol (ribavirin) capsules and solution,,,,,,,11/1/2009
Rebif (interferon beta-1a) Injection,,,,,X,,3/1/2015
Rebif (interferon beta-1a) injection,,,,,,,4/1/2014
Reclast (zoledronic acid) Injection,,,X,X,,,1/1/2015
Reclast (zoledronic acid) Injection,,,,,X,,4/1/2015
Reclast (zoledronic acid) injection,,,,,,,3/1/2011
Reclast (zoledronic acid) Injection,,,,,,,8/1/2011
Reglan (metoclopramide) tablets,,,,,,,9/1/2009
"Reglan (metoclopramide) tablets, ODT (Orally Disintegrating Tablets), and injection",,,,,,,6/1/2009
"Reglan (metoclopramide) Tablets, ODT, and Injection",,,,,,,11/1/2010
Relenza (zanamivir) Inhalation Powder for oral inhalation,,,,,,,3/1/2010
Relistor (methylnaltrexone bromide) subcutaneous injection,,,,,,,7/1/2010
Relistor (methylnaltrexone bromide) Subcutaneous injection,,,,,,,11/1/2009
Relpax (eletriptan hydrobomide) tablets,,,,,,,10/1/2013
Relpax (eletriptan hydrobromide) tablets,,,,,,,7/1/2010
Remeron (mirtazapine) tablets and RemeronSolTab (mirtazapine) Orally Disintegrating tablets,,,,,,,12/1/2011
Remeron (mirtazapine) tablets and RemeronSolTab (mirtazapine) orally disintegrating tablets,,,,,,,5/1/2010
Remicade (infliximab),X,,X,,,,1/1/2015
Remicade (infliximab),,,,,,,3/1/2013
Remicade (Infliximab),,,,,,,2/1/2011
Remicade (Infliximab) Lyophilized Concentrate for Injection,,,,,,,11/1/2013
Remicade (inflximab ) for Intravenous (IV) injection,,,,,,,12/1/2010
"Remodulin (treprostinil) 1 20 mg, 50 mg, 100 mg, and 1 200 mg for Injection",,,,,,,9/1/2013
Remodulin (treprostinil) injection,,,,,,,1/1/2010
Renagel (sevelamer hydrochloride) tablets and Renvela (sevelamer carbonate) powder for oral suspension and tablets,,,,,,,6/1/2011
"Requip XL (ropinirole) tablet, extended release for oral use",,,,,,,8/1/2014
"Retrovir (zidovudine) capsules, tablets",,,,,,,11/1/2009
Revatio (sildenafil) Tablets and Injection,,,,,,,11/1/2010
"Revatio (sildenafil) Tablets, Injection and Oral Suspension",,,,,,,3/1/2014
"Revatio (sildenafil) Tablets, Single Use Vials for Injection, and Oral Suspension",,X,,,,,4/1/2015
"Revatio 1 20 mg Tablets 
Revatio 10 mg/12.5 mL for Injection 
Revatio 10 mg/mL Powder for Oral suspension",,,,,,,1/1/2014
Revia (naltrexone HCl) tablets,,,,,,,10/1/2013
Revlimid (Lenalidomide) Capsules,,,,,,,11/1/2013
Revlimid (lenalidomide) Capsules,,,,,,,3/1/2012
Revlimid (lenalidomide) Capsules,,,,,,,5/1/2012
"Revlimid (lenalidomide) Capsules 2.5, 5, 10, 15, 1 20, and 25 mg",X,,X,X,,PCI,9/1/2014
Reyataz (atazanavir sulfate),,,,,,,10/1/2011
Reyataz (Atazanavir Sulfate) Capsules,,,,,,,8/1/2013
Reyataz (atazanavir sulfate) Capsules,,,,,,,2/1/2012
Reyataz (atazanavir sulfate) Capsules,,,,,,,3/1/2012
Reyataz (atazanavir sulfate) capsules,,,,,,,1/1/2010
"Reyataz (atazanavir sulfate), 100 mg, 150 mg, 1 200 mg and 300 mg capsules",,,,,,,1/1/2013
"Reyataz (atazanavir) Capsules, Oral Powder

*HIV protease inhibitor drug-drug interactions",,,X,X,,,3/1/2015
R-Gene 10 (arginine hydrochloride) injection,,,,,,,1/1/2010
"Rifadin (rifampin capsules USP), and Rifadin (rifampin for injection USP) IV",,,,,,,11/1/2010
"Rifater (rifampin, isoniazid and pyrazinamide) Tablets",,,,,,,11/1/2010
Rilutek (riluzole) tablets,,,,,,,7/1/2009
Rilutek (riluzole) tablets,,,,,,,11/1/2009
"Risperdal (risperidone) tablets 
Risperdal (risperidone) oral solution 
Risperdal M-TAB (risperidone) orally disintegrating tablets Risperdal Consta (risperidone) long acting injection",,,,,,,4/1/2014
"Risperdal (risperidone) tablets, oral solution
Risperdal M-Tab (risperidone) orally disintegrating tablets
Risperdal Consta (risperidone) long-acting injection",,,,,,,9/1/2011
"Risperdal (risperidone) tablets, oral solution, Risperdal M-Tab (risperidone) orally disintegrating tablets, and Risperdal Consta (risperidone) long-acting injection.",,,,,,,6/1/2011
"Risperdal (risperidone) tablets, Risperdal (risperidone) oral solution, and Risperdal M-Tab (risperidone) oral disintegrating tablets",,,,,,,8/1/2010
Risperdal Consta (risperidone) long-acting injection,,,,,,,8/1/2010
"Ritalin (methylphenidate hydrochloride) Tablets 

*rhabdomyolysis",,,,,X,,4/1/2015
Ritalin LA (methylphenidate hydrochloride) extended-release capsules,,,,,,,4/1/2010
"Ritalin LA (methylphenidate hydrochloride) Extended-Release Capsules 

*rhabdomyolysis",,,,,X,,4/1/2015
"Ritalin LA 10mg, 1 20mg, 30mg, and 40mg Capsules",,,,,,,5/1/2013
"Ritalin SR (methylphenidate hydrochloride) Sustained-Release Tablets  

*rhabdomyolysis",,,,,X,,4/1/2015
Rituxan (rituximab),,,,,,,5/1/2013
Rituxan (rituximab),,,,,,,9/1/2013
Rituxan (rituximab),,,,,,,1/1/2011
"Rocephin (ceftriaxone sodium) for injection, 250 mg, 500 mg, 1g and 2g",,,,,,,6/1/2009
Rocephin (ceftriaxone sodium) IV and IM,,,,,,,2/1/2010
"Rotarix (Rotavirus Vaccine, Live, Oral)",,,,,,,9/1/2012
"Rotarix (Rotavirus Vaccine, Live, Oral) Oral Suspension",,,,,,,3/1/2011
"RotaTeq (Rotavirus Vaccine, Live, Oral, Pentavalent) Oral Solution",,,,,,,6/1/2013
"RotaTeq (rotavirus vaccine, live, pentavalent) oral solution",,,,,,,1/1/2010
"Rotavirus Vaccine, Live, Oral, Pentavalent (RotaTeq)",,,,,,,7/1/2011
Rozerem (ramelteon) Tablets,,,,,,,11/1/2010
Rybix ODT (tramadol hydrochloride) orally disintegrating tablet,,,,,,,6/1/2010
Rythmol (propafenone HCl) Tablets,,,,,,,3/1/2013
Sabril (vigabatrin) tablet and powder for oral solution,,,,,,,10/1/2013
Salonpas Pain Relief Patch (10% methyl salicylate & 3% 1-menthol),,,,,,,6/1/2009
"Samsca (tolvaptan) 15 mg, and 30 mg Tablets",,,,,,,5/1/2013
Samsca (tolvaptan) Tablets,,,,,,,2/1/2014
Samsca (tolvaptan) tablets,,,,,,,2/1/2012
Samsca (tolvaptan) Tablets,,,,,,,11/1/2012
Sanctura (trospium chloride),,,,,,,7/1/2012
Sanctura (trospium chloride) and Sanctura XR (trospium chloride extended release),,,,,,,9/1/2011
Sanctura (trospium chloride) tablets,,,,,,,1/1/2011
Sanctura XR (trospium chloride extended release capsules),,,,,,,1/1/2011
"Sancuso (granisetron) 

*Serotonin Syndrome",,,X,X,,PCI,9/1/2014
"Sandimmune (cyclosporine injection) Injection, Oral Solution, Soft Gelatin Capsules",,,,X,X,,3/1/2015
"Sandimmune (cyclosporine) injection, oral solution, and soft gelatin capsules",,,,,,,10/1/2009
"Sandimmune (cyclosporine) soft gelatin capsules, injection, and oral solution",,,,,,,4/1/2010
"Sandimmune Injection (cyclosporine USP)
Sandimmune Oral Solution (cyclosporine USP)
Sandimmune Soft Gelatin Capsules (cyclosporine USP)",,,,,,,5/1/2013
Sandostatin (octreotide acetate) Injection,,,,,,,3/1/2012
Sandostatin (octreotide acetate) injection and Sandostatin LAR Depot Injection,,,,,,,1/1/2010
Saphris (asenapine)  Sublingual Tablets,,,,,,,8/1/2011
Saphris (asenapine) Sublingual Tablets,,,,,X,,3/1/2015
Saphris (asenapine) sublingual tablets,,,X,X,,,10/1/2014
Saphris (asenapine) Sublingual Tablets,,,,,,,3/1/2013
Saphris (asenapine) sublingual Tablets,,,,,,,10/1/2011
Sarafem (fluoxetine hydrochloride tablets) for oral use,,,X,X,,"PCI, MG",12/1/2014
Sarafem (fluoxetine hydrochloride) Tablets,,,,,,,7/1/2013
Savella (milnacipran HCl) Tablets,,,,,,,10/1/2013
Savella (milnacipran HCl) tablets,,,,,,,2/1/2010
Savella (milnacipran) Tablets,,,X,X,,,1/1/2015
Scrub-Stat 2% and Scrub-Stat 4% (chlorhexidine gluconate 2% and 4%) Solutions,,,,,,,5/1/2012
Sectral (acebutolol hydrochloride) tablets,,,,,,,3/1/2011
Selzentry (maraviroc),,,X,X,,,4/1/2015
Selzentry (maraviroc) Tablets,,,,,,,3/1/2014
Selzentry (maraviroc) Tablets,,,,,,,10/1/2011
Selzentry (maraviroc) tablets,,,,,,,5/1/2010
Sensipar (cinacalcet HCl) tablets,,,,,,,11/1/2009
Sensipar (cinacalcet hydrochloride) Tablets,,,X,X,X,,11/1/2014
Sensipar (cinacalcet) Tablets,,,,,,,8/1/2011
Septra and Septra DS (Trimethoprim and Sulfamethoxazole) Tablets,,,,,,,9/1/2013
Seroquel (quetiapine fumarate) tablets,,,,,,,10/1/2013
Seroquel (quetiapine fumarate) tablets,,,,,,,12/1/2009
"Seroquel (quetiapine fumarate) Tablets
Seroquel (quetiapine fumarate) XR",,,,,,,7/1/2011
Seroquel XR (quetiapine fumarate) Extended-Release tablet,,,,,,,10/1/2013
Seroquel XR (quetiapine fumarate) Extended-Release tablets,,,,,,,12/1/2009
Serostim/Zorbtive (somatropin [rDNA origin] for injection),,,,,,,8/1/2009
Silvadene (silver sulfadiazine) Cream,,,,,,,3/1/2013
Simcor (niacin ER/simvastatin) Tablets,,,,,,,2/1/2012
Simcor (niacin extended release/simvastatin) Tablets,,,,,,,2/1/2011
Simcor (niacin extended-release/simvastatin) tablets,,,,,,,6/1/2011
Simponi (golimumab),,,,,,,11/1/2012
Simponi (Golimumab) Injection,,,,,,,11/1/2013
"Simponi (golimumab) injection, for Subcutaneous Use
Simponi Aria (golimumab) Injection, for Intravenous Use",,,X,X,X,,12/1/2014
Simponi Aria (golimumab) Injection For Intravenous Use,,,,,,,2/1/2014
"Singulair (Montelukast Sodium) 10 mg Tablets, 5 mg and 4 mg Chewable Tablets, and 4mg Oral Granules",,,,,,,9/1/2012
"Singulair (montelukast sodium) Tablets, Chewable Tablets and Oral Granules",,,,,X,,11/1/2014
"Singulair (montelukast sodium) tablets, chewable tablets and oral granules",,,,,,,8/1/2009
"Singulair (montelukast sodium) Tablets, Chewable Tablets, and Oral Granules",,,,,,,12/1/2013
"Singulair (montelukast sodium) Tablets, Chewable Tablets, and Oral Granules",,,,,,,12/1/2011
Sirturo (bedaquiline) Tablets,X,,X,X,X,,5/1/2015
Skelid (tiludronate disodium) tablets,,,,,,,3/1/2010
Skyla (levonorgestrel-releasing intrauterine system),,,,,,,9/1/2013
"Sodium Chloride Injection, USP in VIAFLEX Plastic Container",,,X,X,X,,12/1/2014
Sodium Iodide I-131 Therapeutic Capsules and Therapeutic Solution,,,,,,,2/1/2012
Sodium Iodide I-131 Therapeutic Solution,,,,,,,3/1/2014
Soliris (eculizumab),,,,,,,7/1/2009
Solu-Medrol (methylprednisolone sodium succinate) for injection,,,,,,,6/1/2010
Solu-Medrol (methylprednisolone sodium succinate) Sterile Powder for Injection,,,,,,,7/1/2014
Soma (carisoprodol) 250 mg and 350 mg tablets,,,,,,,11/1/2009
Soma Compound (carisoprodol 1 200 mg and aspirin 325 mg) tablets,,,,,,,11/1/2009
"Soma Compound with Codeine (carisoprodol 1 200 mg, aspirin 325 mg and codeine phosphate 16 mg) tablets",,,,,,,11/1/2009
Somatuline Depot (lanreotide) Injection,,,X,X,,,12/1/2014
Somatuline Depot (Lanreotide) Injection,,,,,,,11/1/2013
Somavert (pegvisomant for injection),,,,,,,7/1/2012
Somavert (pegvisomant) injection,,,,,,,12/1/2013
Somutaline depot (lanreotide) Injection,,X,X,X,X,,12/1/2014
Sonata (Zaleplon) Capsules,,,,,,,4/1/2013
Soriatane (acitretin) Capsules,,,,,,,2/1/2014
Soriatane (acitretin) capsules,,,,,,,5/1/2014
Sovaldi (sofosbuvir) Tablet,,,X,X,X,,3/1/2015
Sovaldi (sofosbuvir) Tablet,,,X,X,,,11/1/2014
Spectazole (econazole nitrate) cream,,,,,,,3/1/2014
Spiriva HandiHaler (tiotropium bromide inhalation powder),,,,,,,7/1/2011
Spiriva HandiHaler (tiotropium bromide) inhalation powder,,,,,,,12/1/2009
Sporanox (itraconazole) Capsules,,,,,,,6/1/2014
Sporanox (itraconazole) Capsules and Oral Solution,X,X,,X,X,,4/1/2015
Sporanox (itraconazole) Oral Solution,,,,,,,6/1/2014
Sporanox (itraconazole) Oral Solution,,,,,,,3/1/2012
Sporanox (itraconazole) oral solution and capsules,,,,,,,7/1/2010
Sprix (ketorolac tromethamine) Nasal Spray,,,,,,,4/1/2014
"Sprycel (dasatinib) 1 20, 50, 70, 80, 100 and 140 mg tablets",,,,,,,4/1/2014
Sprycel (dasatinib) Tablets,,,,,,,10/1/2011
Sprycel (dasatinib) tablets,,,,,,,7/1/2010
Starlix (nateglinide) tablets,,,,,,,8/1/2011
Stavzor (Valproic acid) Delayed Release Capsules,,,,,,,3/1/2014
"Stavzor (valproic acid) Delayed Release Capsules, for oral use",,,,,,,8/1/2014
Staxyn (vardenafil hydrochloride) orally disintegrating tablets,,,,,,,4/1/2014
Stelara (ustekinumab),,,,,,,1/1/2013
Stelara (ustekinumab),,,,,,,5/1/2013
Stelara (ustekinumab) Injection,,,,,,,5/1/2012
Stendra (avanafil),,,,,,,4/1/2014
Stimate (desmopressin acetate) 1.5 mg/mL nasal spray,,,,,,,9/1/2011
Stivarga (regorafenib) Tablets,,,,,X,,4/1/2015
Stivarga (regorafenib) Tablets,,,,,,,5/1/2013
"Strattera (atomoxetine hydrochloride) 10mg, 18mg, 25mg, 40mg, 60mg, 80mg, 100mg capsules",,,,,,,6/1/2009
Strattera (atomoxetine hydrochloride) capsule,,,,,,,7/1/2012
Strattera (atomoxetine hydrochloride) capsule,,,,,,,7/1/2010
Strattera (atomoxetine hydrochloride) Capsules,,,,,,,2/1/2014
Strattera (Atomoxetine Hydrochloride) Capsules,,,,,,,8/1/2013
Strattera (Atomoxetine Hydrochloride) Capsules,,,,,,,8/1/2012
Strattera (atomoxetine hydrochloride) capsules,,,,,,,3/1/2011
"Strattera (atomoxetine hydrochloride) Capsules

*rhabdomyolysis",,,,,X,,4/1/2015
"Striant (testosterone buccal system) Mucoadhesive

* risk of adverse cardiovascular events",,,X,X,X,,5/1/2015
"Stribild (elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate) fixed dose combination tablets",,,X,X,X,PCI,12/1/2014
Stromectol (ivermectin) 3 mg tablet,,,,,,,5/1/2009
Stromectol (ivermectin) 3 mg Tablets,,,,,,,6/1/2009
Suboxone (buprenorphine and naloxone) sublingual film,,,,,,,4/1/2014
Suboxone (buprenorphine and naloxone) sublingual tablets for sublingual administration,,,X,X,,,12/1/2014
Subutex (buprenorphine) sublingual tablet,,,X,X,,,12/1/2014
Sumavel DosePro (sumatriptan) injection for subcutaneous use,,,,,,,6/1/2011
"Suprane (desflurane, USP)",,,,,,,9/1/2013
"Suprane (desflurane, USP) Volatile Liquid for Inhalation",,X,X,X,X,,2/1/2015
Suprenza (phentermine hydrochloride) ODT,,,,,,,10/1/2011
Sustenna (paliperidone palmitate) Extended-Release Injectable Suspension for intramuscular use,,,,,,,9/1/2011
Sustiva (efavirenz) capsules and tablets,,,,,,,5/1/2014
Sustiva (Efavirenz) Capsules and Tablets,,,,,,,8/1/2012
Sustiva (efavirenz) capsules and tablets,,,,,,,3/1/2010
Sustiva (efavirenz) capsules and tablets,,,,,,,9/1/2009
"Sustiva (efavirenz) Capsules, Tablets",,,,X,,,3/1/2015
Sustiva (efavirenz) Tablets and Capsules,,,,,,,9/1/2011
Sustiva (efavirenz) Tablets and Capsules,,,,,,,11/1/2010
Sutent (sunitinib malate),,,X,X,,,4/1/2015
Sutent (sunitinib malate) capsules,,,X,X,,PCI,12/1/2014
Sutent (sunitinib malate) Capsules,,,,,,,11/1/2012
